0086,0025.2008.360.a,49.12800,-128.6210,2.000000,5.9,-0.159E+18,-0.336E+18,0.495E+18,-0.491E+17,-0.380E+18,-0.154E+18,
0087,0029.2001.059.a,47.14900,-122.7270,50.00000,6.8,-0.959E+19,0.560E+19,0.399E+19,0.546E+19,-0.896E+19,-0.393E+19,
0088,0030.2000.020.a,43.64900,-127.2570,12.00000,6.0,0.428E+17,-0.932E+18,0.889E+18,-0.173E+18,-0.171E+18,-0.113E+19,
0089,0030.2000.154.a,44.51300,-130.0810,10.00000,6.2,0.138E+19,-0.246E+19,0.108E+19,-0.154E+18,-0.371E+18,-0.779E+18,
0090,0030.2002.190.a,43.51900,-127.1690,8.000000,5.8,0.143E+18,-0.641E+18,0.498E+18,0.211E+18,-0.185E+18,-0.579E+18,
0091,0030.2003.016.a,44.28400,-129.0240,14.00000,6.2,0.571E+18,-0.266E+19,0.209E+19,-0.333E+18,-0.684E+18,-0.112E+19,
0092,0030.2007.323.a,43.46870,-127.5111,14.00000,5.8,0.188E+17,-0.385E+18,0.367E+18,-0.103E+18,-0.209E+16,-0.201E+17,
0093,0030.2008.010.a,43.78300,-127.2760,16.00000,0.0,-0.392E+18,-0.917E+18,0.131E+19,0.230E+18,-0.627E+18,-0.172E+19,
0094,0034.2005.166.a,41.30100,-125.9700,2.000000,7.2,0.547E+18,-0.370E+20,0.364E+20,0.161E+18,-0.941E+19,0.539E+18,
0095,0034.2005.168.a,40.76800,-126.5740,4.000000,6.7,0.943E+18,-0.608E+19,0.514E+19,0.718E+18,-0.143E+19,-0.885E+19,
0096,0034.2008.333.a,40.33550,-126.9812,4.000000,5.8,0.439E+16,0.771E+17,-0.814E+17,0.284E+18,0.340E+17,-0.629E+18,
0097,0035.2010.010.a,40.67400,-124.6550,18.00000,6.5,-0.755E+18,-0.648E+19,0.724E+19,0.512E+18,-0.271E+19,-0.536E+18,
0098,0037.2008.052.a,41.10000,-114.8000,8.000000,6.0,-0.970E+18,0.196E+18,0.774E+18,0.389E+18,0.762E+17,0.367E+18,
0099,0039.2003.356.a,35.70600,-121.1020,7.000000,6.5,0.423E+19,-0.354E+19,-0.692E+18,-0.547E+18,0.278E+18,0.140E+19,
0100,0039.2004.272.a,35.81900,-120.3640,6.000000,6.0,-0.638E+17,-0.103E+19,0.110E+19,0.190E+18,0.249E+17,0.322E+18,
0101,0043.1999.289.a,34.59400,-116.2710,6.000000,7.1,-0.224E+19,-0.356E+20,0.378E+20,0.146E+20,-0.127E+20,0.374E+20,
0102,0045.2008.040.a,32.46100,-115.3040,12.00000,5.4,-0.781E+16,-0.360E+17,0.438E+17,0.588E+16,0.122E+17,-0.532E+17,
0103,0046.2001.342.a,32.03800,-114.9060,8.000000,5.8,-0.221E+18,-0.392E+18,0.613E+18,-0.110E+18,-0.276E+18,-0.816E+17,
0104,0049.2002.276.a,23.32400,-108.5300,8.000000,6.5,-0.789E+18,-0.418E+19,0.497E+19,-0.615E+18,0.380E+18,-0.195E+19,
0105,0049.2003.071.a,26.55600,-110.5870,16.00000,6.4,-0.699E+18,-0.273E+19,0.343E+19,0.422E+18,-0.190E+19,-0.213E+19,
0106,0049.2005.156.a,23.70180,-108.3502,18.00000,5.1,0.538E+17,-0.349E+18,0.295E+18,-0.105E+18,-0.114E+16,-0.142E+18,
0107,0049.2006.004.a,28.16400,-112.1170,12.00000,6.6,-0.116E+19,-0.741E+19,0.857E+19,-0.970E+18,-0.297E+19,-0.194E+19,
0108,0049.2006.211.a,26.86400,-111.2090,20.00000,5.9,-0.105E+18,-0.820E+18,0.926E+18,-0.113E+18,-0.684E+17,-0.102E+18,
0109,0049.2007.072.a,26.26100,-110.5370,2.000000,6.0,-0.169E+18,-0.739E+18,0.908E+18,0.389E+18,-0.191E+18,0.850E+17,
0110,0049.2007.244.a,25.14140,-109.6663,6.000000,5.6,0.330E+17,-0.160E+19,0.157E+19,-0.509E+18,0.184E+17,-0.953E+18,
0111,0049.2009.184.a,25.13100,-109.7540,4.000000,5.9,-0.643E+17,-0.581E+18,0.646E+18,-0.412E+17,-0.121E+18,-0.805E+17,
0112,0049.2009.215.a,29.03900,-112.9030,10.00000,6.8,0.256E+18,-0.171E+20,0.169E+20,0.783E+18,0.505E+19,-0.428E+19,
0113,0049.2009.215.b,29.40000,-113.7000,2.000000,6.2,0.743E+17,-0.294E+19,0.286E+19,-0.429E+18,-0.218E+18,0.165E+18,
0114,0052.2001.317.a,22.37100,-106.9730,24.00000,6.1,-0.318E+17,-0.134E+19,0.137E+19,-0.304E+18,-0.203E+18,0.840E+18,
0115,0053.2005.128.a,20.35100,-109.1940,6.000000,5.9,0.281E+18,-0.836E+18,0.555E+18,-0.296E+18,0.369E+17,0.485E+18,
0116,0054.1997.121.a,18.99300,-107.3500,6.000000,6.9,-0.327E+18,-0.149E+20,0.152E+20,0.775E+17,-0.531E+19,-0.216E+20,
0117,0054.2003.139.a,17.54600,-105.4730,2.000000,6.2,-0.306E+18,-0.108E+19,0.138E+19,0.459E+18,0.291E+18,-0.364E+18,
0118,0054.2005.178.a,18.78100,-107.2980,22.00000,6.1,-0.149E+18,-0.185E+19,0.200E+19,-0.141E+18,-0.815E+18,-0.142E+19,
0119,0054.2008.268.a,17.60700,-105.5000,6.000000,6.4,-0.369E+18,-0.286E+19,0.323E+19,0.880E+17,-0.890E+18,-0.464E+18,
0120,0054.2009.267.a,18.82200,-107.3450,2.000000,6.3,0.145E+18,-0.245E+19,0.231E+19,-0.377E+17,-0.217E+18,-0.211E+19,
0121,0055.2001.119.a,18.73600,-104.5450,14.00000,6.1,0.197E+18,0.141E+18,-0.338E+18,0.652E+18,-0.393E+18,-0.325E+18,
0122,0055.2001.140.a,18.81600,-104.4460,16.00000,6.3,0.125E+19,-0.497E+18,-0.751E+18,0.166E+19,-0.106E+19,-0.937E+18,
0123,0055.2003.022.a,18.77000,-104.1040,10.00000,7.4,0.184E+20,0.125E+20,-0.310E+20,0.232E+21,-0.200E+21,0.524E+19,
0124,0055.2003.022.b,18.82200,-104.3740,18.00000,6.2,0.471E+18,0.143E+18,-0.615E+18,-0.294E+17,0.418E+16,0.254E+17,
0125,0056.2006.323.a,18.96850,-103.8455,18.00000,5.7,0.144E+18,-0.124E+18,-0.194E+17,0.221E+17,-0.285E+17,-0.338E+17,
0126,0057.2000.222.a,18.19800,-102.4800,28.00000,6.5,0.473E+19,-0.505E+19,0.317E+18,-0.152E+19,0.109E+19,0.153E+19,
0127,0058.2002.108.b,16.98500,-100.8650,38.00000,6.3,0.301E+18,0.203E+17,-0.322E+18,0.127E+19,-0.539E+18,-0.218E+18,
0128,0058.2004.001.b,17.48800,-101.3030,16.00000,6.0,0.908E+18,-0.178E+18,-0.730E+18,0.854E+18,-0.254E+18,0.188E+18,
0129,0059.1999.363.a,18.24400,-101.4320,44.00000,6.0,-0.442E+18,0.869E+17,0.355E+18,-0.659E+18,0.389E+18,-0.201E+18,
0130,0059.2001.281.a,17.04400,-99.99600,8.000000,5.9,-0.582E+18,0.621E+18,-0.387E+17,0.246E+18,0.415E+17,-0.574E+16,
0131,0059.2006.223.a,18.56100,-101.0610,56.00000,6.0,-0.989E+18,0.107E+19,-0.784E+17,0.592E+18,-0.174E+18,-0.392E+18,
0132,0059.2007.103.a,17.30200,-100.1980,32.00000,6.0,0.251E+18,-0.763E+18,0.512E+18,-0.695E+18,0.174E+18,0.120E+18,
0133,0059.2007.330.a,18.98360,-101.5313,78.00000,5.8,-0.334E+18,0.270E+18,0.648E+17,0.282E+18,0.113E+18,-0.204E+18,
0134,0059.2008.119.a,17.84600,-100.1710,56.00000,5.8,-0.224E+18,0.363E+18,-0.138E+18,0.113E+17,-0.481E+17,-0.310E+18,
0135,0060.1999.273.a,16.05900,-96.93100,40.00000,7.5,-0.133E+21,0.868E+20,0.462E+20,0.153E+20,-0.397E+19,-0.899E+20,
0136,0060.2004.166.a,16.33700,-97.84500,18.00000,5.9,0.423E+18,-0.117E+18,-0.306E+18,0.618E+18,-0.277E+18,0.784E+17,
0137,0060.2008.043.a,16.35700,-94.30400,84.00000,6.4,-0.358E+19,0.180E+18,0.340E+19,0.260E+19,-0.243E+19,-0.122E+19,
0138,0061.2003.032.a,16.55400,-92.88600,206.0000,5.8,0.125E+18,0.166E+18,-0.291E+18,-0.780E+17,-0.453E+18,-0.354E+18,
0139,0061.2007.187.a,16.35000,-93.99000,114.0000,6.0,-0.611E+18,-0.251E+18,0.862E+18,0.723E+18,-0.873E+18,0.199E+18,
0140,0062.2005.076.a,15.14400,-91.38100,197.0000,6.2,0.233E+19,-0.128E+19,-0.105E+19,0.222E+18,-0.710E+16,-0.614E+18,
0141,0062.2007.330.a,15.58030,-92.95770,76.00000,5.8,-0.183E+18,0.108E+18,0.749E+17,0.134E+18,-0.233E+18,-0.431E+16,
0142,0063.2003.155.a,8.374000,-103.0690,26.00000,5.7,0.945E+16,0.156E+18,-0.166E+18,0.378E+17,-0.224E+18,-0.422E+18,
0143,0063.2006.284.a,8.405000,-103.1650,10.00000,5.7,0.667E+17,-0.339E+18,0.272E+18,0.231E+18,-0.475E+18,-0.179E+18,
0144,0068.2004.056.a,13.99100,-92.14500,4.000000,5.8,0.178E+18,-0.208E+18,0.297E+17,0.779E+18,-0.220E+18,0.753E+17,
0145,0068.2006.178.a,14.96000,-94.18000,12.00000,5.8,0.613E+18,-0.225E+18,-0.388E+18,0.207E+18,0.617E+17,0.585E+17,
0146,0069.2000.339.a,14.87600,-93.94400,10.00000,6.0,0.201E+19,-0.779E+18,-0.123E+19,0.486E+18,-0.222E+18,-0.770E+17,
0147,0069.2001.332.a,15.57100,-93.10600,86.00000,6.4,-0.244E+18,0.110E+19,-0.860E+18,0.331E+19,-0.203E+19,-0.269E+19,
0148,0069.2002.016.a,15.50200,-93.13300,76.00000,6.4,-0.474E+18,-0.765E+18,0.124E+19,0.338E+19,-0.223E+19,-0.955E+18,
0149,0069.2008.290.a,14.42300,-92.36400,24.00000,6.5,0.611E+19,-0.250E+19,-0.360E+19,-0.719E+18,-0.144E+19,0.114E+19,
0150,0070.2001.254.a,14.99500,-91.57100,152.0000,5.7,0.963E+17,-0.231E+17,-0.732E+17,0.215E+18,-0.230E+18,0.337E+16,
0151,0070.2003.237.a,14.03400,-91.06900,30.00000,5.9,-0.619E+18,0.852E+18,-0.233E+18,-0.239E+18,0.724E+17,-0.408E+18,
0152,0070.2009.123.a,14.57100,-91.16900,130.0000,6.2,-0.133E+18,-0.197E+18,0.329E+18,0.176E+19,-0.111E+19,-0.115E+19,
0153,0071.2002.313.a,13.74300,-91.18700,18.00000,6.0,0.730E+18,-0.727E+18,-0.295E+16,0.601E+17,-0.123E+18,0.389E+18,
0154,0071.2003.021.a,13.62600,-90.77400,24.00000,6.5,0.337E+19,-0.140E+19,-0.197E+19,0.647E+18,-0.675E+18,0.205E+19,
0155,0071.2004.325.a,13.41130,-90.05080,62.00000,6.1,0.241E+19,0.309E+17,-0.244E+19,0.397E+18,-0.360E+18,0.244E+18,
0156,0071.2006.337.a,13.99400,-91.20700,26.00000,5.9,-0.658E+18,0.135E+18,0.522E+18,0.551E+18,-0.415E+18,-0.391E+18,
0157,0071.2007.159.a,13.83500,-90.76600,32.00000,5.8,0.604E+18,-0.234E+18,-0.370E+18,-0.681E+17,-0.907E+17,0.284E+18,
0158,0071.2007.164.a,13.55400,-90.61800,24.00000,6.5,0.106E+20,-0.553E+19,-0.509E+19,0.289E+19,-0.656E+19,0.324E+19,
0159,0071.2008.106.a,13.56400,-90.59900,44.00000,6.1,-0.931E+17,-0.409E+18,0.502E+18,-0.376E+18,0.215E+18,-0.486E+18,
0160,0073.2001.075.a,13.14400,-88.69900,40.00000,5.9,0.551E+18,-0.342E+18,-0.209E+18,0.232E+18,-0.331E+18,0.169E+18,
0161,0073.2005.280.a,13.20560,-89.41460,48.00000,5.8,0.713E+17,0.251E+18,-0.323E+18,0.218E+18,-0.163E+18,0.111E+18,
0162,0074.2004.062.a,11.61000,-86.76700,26.00000,6.1,0.160E+19,-0.611E+18,-0.991E+18,0.515E+18,-0.338E+18,0.715E+18,
0163,0074.2004.162.a,11.45300,-87.65200,4.000000,5.9,-0.409E+18,0.315E+18,0.942E+17,-0.337E+18,0.114E+17,-0.159E+18,
0164,0074.2004.283.a,11.42200,-86.66500,22.00000,6.9,0.804E+19,-0.222E+19,-0.582E+19,0.117E+20,-0.498E+18,0.142E+20,
0165,0074.2005.074.a,11.23900,-86.06700,26.00000,5.8,0.532E+18,-0.370E+17,-0.495E+18,0.159E+18,-0.916E+16,0.348E+18,
0166,0074.2005.183.a,11.24500,-86.17200,28.00000,6.6,0.469E+19,0.117E+19,-0.586E+19,0.163E+19,-0.193E+19,0.507E+19,
0167,0074.2005.183.b,11.40700,-86.25200,24.00000,5.8,0.352E+18,0.341E+17,-0.386E+18,0.192E+18,-0.768E+17,0.369E+18,
0168,0075.2005.215.a,11.24700,-85.54100,10.00000,6.3,0.307E+18,-0.197E+19,0.166E+19,-0.552E+18,0.548E+18,0.216E+19,
0169,0077.2000.203.a,9.416000,-85.32900,14.00000,6.4,-0.246E+19,0.495E+19,-0.249E+19,0.286E+19,-0.819E+17,-0.219E+18,
0170,0077.2004.181.a,10.73800,-87.04300,4.000000,6.3,-0.138E+19,0.147E+19,-0.923E+17,0.159E+18,-0.821E+18,-0.462E+18,
0171,0078.1999.232.a,9.044000,-84.15900,20.00000,6.9,0.120E+20,-0.166E+20,0.457E+19,0.642E+19,0.105E+19,0.108E+19,
0172,0078.1999.233.a,8.918000,-83.93800,16.00000,5.8,0.555E+18,-0.305E+18,-0.250E+18,0.837E+17,-0.987E+17,0.223E+18,
0173,0078.2002.167.a,8.784000,-83.99200,10.00000,6.4,0.784E+18,-0.909E+18,0.125E+18,0.360E+19,-0.102E+19,0.790E+17,
0174,0078.2004.120.a,10.80500,-85.99500,18.00000,6.2,0.119E+19,0.155E+18,-0.134E+19,0.102E+19,-0.797E+18,0.448E+18,
0175,0078.2004.325.a,9.566800,-84.19080,12.00000,6.2,-0.140E+19,-0.198E+19,0.338E+19,0.342E+19,-0.125E+19,-0.111E+19,
0176,0080.2001.313.a,9.643000,-82.30000,10.00000,6.1,0.891E+18,-0.285E+18,-0.606E+18,0.846E+18,-0.126E+18,0.828E+18,
0177,0080.2002.215.a,8.264000,-82.82200,10.00000,5.9,0.126E+18,0.295E+18,-0.421E+18,0.703E+17,0.109E+18,0.150E+18,
